sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0191;3.405;8.863;-0.032;3.2979;9.2354;0.1659;-0.1459;-0.6171;0.0097;-0.0433;-0.0106;962.0;120.02;50.63;-59.75;299.86;-19.53;0.59;8.0;1002.19;62.416;44.567577;-123.2747;56.07;NaN;;9.94;6.068;0.5;12 / 21;40516;2018-03-07 17:28:11:767
-0.0479;3.1848;8.4802;0.0245;3.2634;9.2477;-0.1885;-0.0606;-1.0003;0.0019;-0.013;-0.0043;964.0;119.96;49.99;-55.29;298.57;-19.5;-0.13;8.0;1002.16;62.416;44.567577;-123.2747;55.9;NaN;;15.37;6.068;1.2;12 / 21;41016;2018-03-07 17:28:12:267
0.1268;2.3761;9.0377;0.0776;3.0883;9.3073;-0.1008;-0.5313;-0.0157;-0.0518;0.0013;0.0049;969.0;120.64;50.51;-55.1;298.43;-18.84;-0.45;8.0;1002.13;62.416;44.567577;-123.2747;55.9;NaN;;15.37;6.068;1.2;12 / 21;41517;2018-03-07 17:28:12:768
0.0885;3.5916;9.5498;0.1027;2.9979;9.3366;-0.0178;-0.2915;0.1421;0.0011;-0.005;0.014;971.0;119.48;51.38;-58.94;299.01;-17.9;-0.57;8.0;1002.15;62.416;44.567577;-123.2747;56.58;NaN;;19.22;6.068;1.0;12 / 21;42016;2018-03-07 17:28:13:267
-0.1555;2.589;9.9828;0.1265;2.561;9.4655;-0.284;-0.0561;0.4099;-0.1736;-0.017;0.0216;976.0;119.64;52.56;-60.89;299.26;-16.29;-0.63;8.0;1002.11;62.416;44.567577;-123.2747;56.58;NaN;;19.22;6.068;1.0;12 / 21;42517;2018-03-07 17:28:13:768
0.055;1.6223;10.0594;0.1513;2.3094;9.5297;-0.0639;-0.6822;0.5093;-0.0258;0.0082;0.0287;983.0;119.81;55.16;-58.4;298.87;-13.62;-0.91;8.0;1002.12;62.416;44.567577;-123.2747;56.09;NaN;;22.18;6.068;0.4;12 / 21;43016;2018-03-07 17:28:14:267
0.0502;1.2347;10.4949;0.1566;2.1007;9.5777;-0.0274;-0.7217;0.5862;-0.0058;-0.0042;0.0297;983.0;119.01;55.27;-58.28;298.96;-12.83;-0.86;8.0;1002.14;62.416;44.567577;-123.2747;56.09;NaN;;22.18;6.068;0.4;12 / 21;43516;2018-03-07 17:28:14:767
0.1819;1.6487;9.88;0.1913;2.2471;9.5438;-0.0976;-0.6274;0.3409;0.083;0.0084;-0.0132;969.0;118.95;55.09;-58.33;298.88;-13.25;-1.15;8.0;1002.16;62.416;44.567577;-123.2747;56.1;NaN;;24.48;6.068;358.6;12 / 21;44016;2018-03-07 17:28:15:267
0.2584;1.9621;9.9494;0.1465;2.3034;9.5312;-0.133;-0.6025;0.3109;0.0386;0.0182;-0.0031;941.0;118.65;54.08;-59.36;298.75;-13.56;-1.0;8.0;1002.16;62.416;44.567577;-123.2747;56.1;NaN;;24.48;6.068;358.6;12 / 21;44517;2018-03-07 17:28:15:768
-0.1579;1.8568;9.7962;0.0391;2.3039;9.5321;-0.1395;-0.5661;0.8178;0.0168;0.0117;0.0077;939.0;119.84;52.87;-60.68;298.66;-13.59;-0.23;8.0;1002.16;62.416;44.567577;-123.2747;55.54;NaN;;25.13;6.068;359.8;12 / 21;45015;2018-03-07 17:28:16:266
0.012;2.4479;9.4852;0.0287;2.4285;9.5012;0.1216;-0.0641;-0.1801;0.0258;-0.0065;0.0039;963.0;119.31;52.79;-59.98;299.0;-14.09;-0.05;8.0;1002.15;62.416;44.567577;-123.2747;55.54;NaN;;25.13;6.068;359.8;12 / 21;45516;2018-03-07 17:28:16:767
0.2728;1.9023;9.3703;0.0465;2.3982;9.5088;0.0692;-0.1378;-0.5486;-0.0251;0.0043;0.002;974.0;119.24;53.23;-59.16;298.86;-14.22;-0.26;8.0;1002.14;62.416;44.567577;-123.2747;56.18;NaN;;25.56;6.068;359.0;12 / 21;46015;2018-03-07 17:28:17:266
0.0024;1.6606;9.7914;-0.0261;2.2095;9.5545;-0.1402;-0.4067;-0.1894;-0.0127;0.0172;0.0028;980.0;119.45;53.96;-60.17;299.12;-13.2;0.02;8.0;1002.14;62.416;44.567577;-123.2747;56.18;NaN;;25.56;6.068;359.0;12 / 21;46517;2018-03-07 17:28:17:768
0.0407;1.2682;9.7268;-0.1172;2.0669;9.5856;-0.0464;-0.7157;0.0011;-0.0062;0.0058;0.012;981.0;120.19;54.0;-60.36;298.88;-12.31;0.62;8.0;1002.11;62.416;44.567577;-123.2747;56.36;NaN;;26.46;6.068;358.0;12 / 21;47016;2018-03-07 17:28:18:267
-0.7849;1.4979;9.8943;-0.3225;1.9518;9.605;-0.6634;-0.7594;-0.0041;-0.008;0.0168;0.0983;984.0;120.5;53.36;-61.11;298.64;-11.66;1.81;8.0;1002.12;62.416;44.567577;-123.2747;56.36;NaN;;26.46;6.068;358.0;12 / 21;47515;2018-03-07 17:28:18:766
-1.3161;1.2227;9.8369;-0.4402;1.8507;9.6204;-1.1067;-0.4769;0.1377;-0.0054;0.0267;0.1342;988.0;120.62;52.92;-61.14;298.68;-10.88;2.62;8.0;1002.13;62.416;44.567577;-123.2747;56.43;NaN;;26.28;6.068;356.3;12 / 21;48016;2018-03-07 17:28:19:267
-0.7729;1.9789;9.6407;-0.4693;1.8537;9.6184;-0.1671;-0.0929;-0.2242;0.0019;0.0119;0.0977;985.0;124.19;53.48;-64.02;298.38;-10.84;2.81;8.0;1002.13;62.416;44.567577;-123.2747;56.43;NaN;;26.28;6.068;356.3;12 / 21;48516;2018-03-07 17:28:19:767
-0.8542;2.0818;9.5641;-0.4927;1.8725;9.6136;-0.3914;0.2227;-0.0828;9.0E-4;0.0184;0.0833;986.0;125.65;52.63;-66.15;298.22;-10.95;2.88;8.0;1002.11;62.416;44.567577;-123.2747;56.76;NaN;;25.7;6.068;350.1;12 / 21;49016;2018-03-07 17:28:20:267
-0.5216;2.3833;9.667;-0.4284;1.9525;9.6008;0.2864;0.2866;-0.205;0.0095;-0.0077;0.0448;979.0;126.38;52.12;-72.3;298.41;-11.32;2.69;8.0;1002.1;62.416;44.567577;-123.2747;56.76;NaN;;25.7;6.068;350.1;12 / 21;49516;2018-03-07 17:28:20:767
-0.0742;2.2756;9.4134;-0.4081;2.0075;9.5903;-0.1235;0.2491;0.12;-0.0127;0.0135;0.0391;949.0;126.88;52.19;-73.57;298.48;-11.81;2.44;8.0;1002.09;62.416;44.567577;-123.2747;57.33;NaN;;27.58;6.068;346.4;12 / 21;50016;2018-03-07 17:28:21:267
-0.5551;1.8305;10.3466;-0.4472;1.9664;9.5971;6.0E-4;-0.0348;0.1238;-0.0105;0.0227;0.0399;808.0;127.57;51.91;-73.35;298.19;-11.67;2.53;8.0;1002.1;62.416;44.567577;-123.2747;57.33;NaN;;27.58;6.068;346.4;12 / 21;50516;2018-03-07 17:28:21:767
-0.6126;2.5651;9.3655;-0.4613;2.0622;9.5763;-0.082;0.3802;0.1836;0.0048;0.0049;0.0401;813.0;126.73;51.2;-73.83;298.41;-12.14;2.76;8.0;1002.06;62.416;44.567577;-123.2747;57.22;NaN;;29.05;6.068;344.4;12 / 21;51016;2018-03-07 17:28:22:267
-0.457;1.742;9.5545;-0.4953;2.0444;9.5784;-0.0851;-0.2461;0.39;-0.0123;0.0125;0.0423;830.0;127.89;51.52;-72.89;298.57;-12.18;2.92;8.0;1002.07;62.416;44.567577;-123.2747;57.22;NaN;;29.05;6.068;344.4;12 / 21;51517;2018-03-07 17:28:22:768
-0.7178;2.479;9.2363;-0.5933;2.0927;9.5624;-0.4069;0.2151;-0.0099;0.0021;0.0353;0.0672;668.0;127.58;51.07;-71.55;298.34;-12.21;3.37;8.0;1002.07;62.416;44.567577;-123.2747;57.67;NaN;;31.68;6.068;341.4;12 / 21;52015;2018-03-07 17:28:23:266
-1.4357;2.4311;10.2533;-0.8025;2.0895;9.5478;-0.6736;0.06;0.2379;0.0074;0.0304;0.081;651.0;128.71;51.63;-71.08;298.57;-12.34;3.97;8.0;1002.07;62.416;44.567577;-123.2747;57.67;NaN;;31.68;6.068;341.4;12 / 21;52516;2018-03-07 17:28:23:767
-1.4668;2.0267;9.6957;-0.8742;2.0952;9.5402;-0.3911;-0.3282;0.145;0.0025;0.0208;0.0981;908.0;129.09;50.68;-71.47;298.92;-12.35;5.18;8.0;1002.06;62.416;44.567577;-123.2747;57.66;NaN;;33.37;6.068;337.2;12 / 21;53015;2018-03-07 17:28:24:266
-1.1438;1.6056;9.5665;-0.9301;2.0896;9.5362;-0.3809;-0.3207;0.2805;-0.0058;0.0273;0.1008;651.0;129.69;50.02;-71.24;298.45;-12.28;5.4;8.0;1002.06;62.416;44.567577;-123.2747;57.66;NaN;;33.37;6.068;337.2;12 / 21;53517;2018-03-07 17:28:24:768
-1.4955;1.7779;9.8201;-0.9968;2.0335;9.5416;-0.3839;-0.3901;0.1076;-0.0205;0.0115;0.1169;829.0;131.64;50.35;-70.88;298.22;-12.07;5.93;8.0;1002.06;62.416;44.567577;-123.2747;58.09;NaN;;35.06;6.068;332.0;12 / 21;54016;2018-03-07 17:28:25:267
-0.9093;1.9693;9.3799;-0.9877;2.0632;9.5361;0.1064;-0.2645;-0.194;-0.007;0.0168;0.0861;984.0;131.11;49.05;-71.86;298.24;-12.12;6.09;8.0;1002.04;62.416;44.567577;-123.2747;58.09;NaN;;35.06;6.068;332.0;12 / 21;54515;2018-03-07 17:28:25:766
-0.8207;1.718;9.9781;-0.9715;2.0432;9.5421;-0.1118;-0.2276;-0.159;3.0E-4;0.0082;0.0839;987.0;131.52;49.23;-71.49;297.79;-12.03;5.81;8.0;1002.04;62.416;44.567577;-123.2747;57.73;NaN;;36.22;6.068;326.1;12 / 21;55016;2018-03-07 17:28:26:267
-1.1701;1.7468;9.5043;-0.9364;2.0579;9.5425;-0.1748;-0.1808;-0.2073;0.0087;0.006;0.0849;992.0;132.34;48.26;-71.67;297.49;-12.06;5.68;8.0;1002.04;62.416;44.567577;-123.2747;57.73;NaN;;36.22;6.068;326.1;12 / 21;55516;2018-03-07 17:28:26:767
-0.8758;1.876;9.8824;-0.9269;2.0723;9.5403;0.0121;-0.1368;-0.0701;-0.0166;0.0329;0.0802;990.0;132.01;47.57;-72.08;297.5;-12.2;5.55;8.0;1002.03;62.416;44.567577;-123.2747;57.27;NaN;;37.22;6.068;321.4;12 / 21;56015;2018-03-07 17:28:27:266
-1.4165;2.0124;10.148;-0.9914;2.0551;9.5375;-0.1357;-0.1187;0.4727;-0.0109;0.0161;0.0841;861.0;132.49;47.31;-71.3;297.19;-12.2;5.88;8.0;1002.02;62.416;44.567577;-123.2747;57.27;NaN;;37.22;6.068;321.4;12 / 21;56517;2018-03-07 17:28:27:768
-1.4788;1.7468;10.2533;-1.0233;2.0856;9.5275;-0.1702;-0.0901;0.2476;0.0025;0.0225;0.0841;704.0;132.82;46.55;-71.65;297.22;-12.24;6.08;8.0;1002.02;62.416;44.567577;-123.2747;57.27;NaN;;38.45;6.068;317.2;12 / 21;57016;2018-03-07 17:28:28:267
-1.2873;2.065;10.5308;-1.0133;2.1167;9.5217;-0.184;-0.2365;-0.0552;-0.0141;0.0204;0.0855;928.0;133.26;45.54;-72.35;296.95;-12.44;6.07;8.0;1002.01;62.416;44.567577;-123.2747;57.27;NaN;;38.45;6.068;317.2;12 / 21;57515;2018-03-07 17:28:28:766
-1.3208;1.943;9.856;-1.0509;2.0988;9.5216;-0.2008;-0.1146;-0.3998;-0.0099;0.0271;0.0855;699.0;134.03;45.1;-71.87;296.42;-12.29;6.22;8.0;1002.0;62.416;44.567577;-123.2747;57.4;NaN;;39.71;6.068;312.1;12 / 21;58016;2018-03-07 17:28:29:267
-0.6293;2.0028;9.5306;-1.0809;2.0546;9.5279;0.5192;-0.3839;-0.1511;-0.0017;0.0013;0.0712;936.0;134.2;44.81;-72.33;296.52;-12.16;6.61;8.0;1001.99;62.416;44.567577;-123.2747;57.4;NaN;;39.71;6.068;312.1;12 / 21;58517;2018-03-07 17:28:29:768
-0.8901;1.7109;10.6217;-1.0487;1.9905;9.5451;0.2423;-0.2725;-0.0232;-0.006;0.0245;0.0393;994.0;134.88;44.24;-71.84;295.71;-11.79;6.37;8.0;1001.99;62.416;44.567577;-123.2747;57.26;NaN;;40.64;6.068;307.4;12 / 21;59016;2018-03-07 17:28:30:267
-0.9547;1.7611;9.8177;-1.091;2.0081;9.5367;-0.0283;-0.2167;-0.2172;-0.0237;0.02;0.0535;995.0;135.27;44.14;-71.48;295.68;-11.9;6.41;8.0;1001.99;62.416;44.567577;-123.2747;57.26;NaN;;40.64;6.068;307.4;12 / 21;59516;2018-03-07 17:28:30:767
-1.0983;1.4692;9.7675;-1.1015;1.9745;9.5425;0.075;-0.2107;-0.11;-0.0048;0.0145;0.0529;996.0;135.02;43.65;-72.17;295.72;-11.64;6.57;8.0;1001.98;62.416;44.567577;-123.2747;57.45;NaN;;41.29;6.068;304.4;12 / 21;60016;2018-03-07 17:28:31:267
-0.8949;1.8688;9.8728;-1.0404;1.9825;9.5476;0.0417;-0.2643;0.1998;0.0103;-0.0124;0.046;994.0;135.2;43.21;-71.21;295.36;-11.68;6.52;8.0;1001.98;62.416;44.567577;-123.2747;57.45;NaN;;41.29;6.068;304.4;12 / 21;60517;2018-03-07 17:28:31:768
-0.6676;2.1081;9.7795;-0.9606;1.9731;9.558;0.2534;-0.1536;-0.0299;-0.007;-0.0046;0.0265;736.0;135.49;42.78;-71.97;295.02;-11.63;5.78;8.0;1001.97;62.416;44.567577;-123.2747;57.59;NaN;;41.83;6.068;301.6;12 / 21;61016;2018-03-07 17:28:32:267
-0.2895;1.7276;10.1001;-0.8569;1.9513;9.5723;0.4241;0.0166;-0.0406;-0.0113;9.0E-4;0.0085;918.0;136.24;41.96;-70.31;294.06;-11.59;5.21;8.0;1001.95;62.416;44.567577;-123.2747;57.59;NaN;;41.83;6.068;301.6;12 / 21;61516;2018-03-07 17:28:32:767
-0.8255;1.6558;9.6981;-0.8377;1.9681;9.5705;0.2395;-0.0926;-0.0214;0.0011;-0.0085;0.01;786.0;137.0;41.12;-68.89;293.36;-11.59;4.97;8.0;1001.94;62.416;44.567577;-123.2747;57.81;NaN;;42.73;6.068;300.4;12 / 21;62016;2018-03-07 17:28:33:267
-0.2967;1.8066;10.3442;-0.7722;1.9482;9.5801;0.4888;-0.0696;0.104;0.0023;-0.0091;-8.0E-4;913.0;136.42;42.67;-70.96;294.2;-11.46;4.61;8.0;1001.95;62.416;44.567577;-123.2747;57.81;NaN;;42.73;6.068;300.4;12 / 21;62516;2018-03-07 17:28:33:767
-0.2656;1.9454;9.4708;-0.657;1.9328;9.5918;0.3252;-0.03;0.1386;-0.006;0.0092;-0.0043;979.0;135.6;42.73;-71.53;294.0;-11.39;3.96;8.0;1001.94;62.416;44.567577;-123.2747;58.04;NaN;;43.42;6.068;299.4;12 / 21;63016;2018-03-07 17:28:34:267
-0.1125;1.6343;10.1934;-0.5414;1.9102;9.6036;0.7718;-0.0343;-0.2604;-0.0015;-0.0231;-0.0075;984.0;135.23;42.49;-72.12;293.44;-11.23;3.23;8.0;1001.93;62.416;44.567577;-123.2747;58.04;NaN;;43.42;6.068;299.4;12 / 21;63516;2018-03-07 17:28:34:767
0.2369;2.0052;9.2794;-0.4654;1.9112;9.6073;0.5179;-0.0487;0.1988;0.0107;-0.0056;-0.0206;986.0;134.92;42.8;-72.03;293.65;-11.19;2.89;8.0;1001.92;62.416;44.567577;-123.2747;58.06;NaN;;43.6;6.068;299.4;12 / 21;64017;2018-03-07 17:28:35:268
-0.1268;1.7204;10.1647;-0.4183;1.8625;9.6191;0.2347;-0.1767;0.4659;-0.0068;0.0049;-0.013;983.0;135.62;43.16;-71.58;293.26;-11.0;2.48;8.0;1001.9;62.416;44.567577;-123.2747;58.06;NaN;;43.6;6.068;299.4;12 / 21;64516;2018-03-07 17:28:35:767
-0.4355;1.1892;9.5761;-0.4354;1.845;9.6217;0.0292;-0.169;-0.3932;-0.0027;0.0188;-0.0012;979.0;136.09;42.54;-71.64;293.24;-10.93;2.5;8.0;1001.9;62.416;44.567577;-123.2747;58.48;NaN;;44.28;6.068;300.8;12 / 21;65016;2018-03-07 17:28:36:267
-0.5312;1.5506;10.1049;-0.4719;1.7728;9.6335;0.2445;-0.3424;-0.1518;-0.0056;0.0212;-0.0022;939.0;136.02;43.25;-71.5;293.12;-10.42;2.8;8.0;1001.89;62.416;44.567577;-123.2747;58.48;NaN;;44.28;6.068;300.8;12 / 21;65517;2018-03-07 17:28:36:768
-0.3159;0.9117;9.9039;-0.5;1.7116;9.6432;0.0632;-0.4102;0.2153;-1.0E-4;0.0096;0.0045;878.0;135.91;43.3;-71.1;293.02;-10.17;3.02;8.0;1001.89;62.416;44.567577;-123.2747;58.47;NaN;;44.03;6.068;301.8;12 / 21;66015;2018-03-07 17:28:37:266
-0.6485;0.9093;10.4351;-0.5194;1.6362;9.6552;-0.0718;-0.6015;0.4313;-0.0093;0.0051;0.0075;882.0;135.46;42.53;-72.02;293.01;-9.6;3.08;8.0;1001.9;62.416;44.567577;-123.2747;58.47;NaN;;44.03;6.068;301.8;12 / 21;66515;2018-03-07 17:28:37:766
-0.3446;1.5816;9.6311;-0.4477;1.6114;9.663;0.012;-0.1512;-0.3686;-0.0146;-0.017;0.0098;942.0;135.56;42.71;-72.05;292.65;-9.39;2.76;8.0;1001.87;62.416;44.567577;-123.2747;58.81;NaN;;43.27;6.068;301.4;12 / 21;67016;2018-03-07 17:28:38:267
-0.6987;1.675;9.7412;-0.4221;1.5454;9.6749;-0.1454;-0.0942;0.2674;-0.004;-0.0016;0.0059;939.0;134.51;42.53;-72.03;292.59;-9.1;2.53;8.0;1001.89;62.416;44.567577;-123.2747;58.81;NaN;;43.27;6.068;301.4;12 / 21;67515;2018-03-07 17:28:38:766
-0.3278;1.3017;10.3035;-0.4075;1.5211;9.6794;0.384;-0.3913;0.317;-0.0196;0.0041;0.0059;873.0;134.34;42.07;-73.6;292.43;-9.07;2.36;8.0;1001.9;62.416;44.567577;-123.2747;58.45;NaN;;42.01;6.068;300.4;12 / 21;68017;2018-03-07 17:28:39:268
-0.2058;0.7418;10.9448;-0.4173;1.466;9.6875;0.2235;-0.4237;0.3299;-0.0376;0.0058;0.01;851.0;135.41;42.67;-72.34;292.33;-8.6;2.47;8.0;1001.9;62.416;44.567577;-123.2747;58.45;NaN;;42.01;6.068;300.4;12 / 21;68516;2018-03-07 17:28:39:767
-0.1436;1.0792;9.9182;-0.4001;1.4267;9.6941;0.129;-0.5485;0.1096;-0.0506;0.0088;0.0051;883.0;135.54;42.62;-72.57;292.41;-9.04;2.34;8.0;1001.9;62.416;44.567577;-123.2747;58.77;NaN;;41.36;6.068;300.5;12 / 21;69015;2018-03-07 17:28:40:266
-0.2369;0.7083;10.1288;-0.3898;1.3225;9.7092;0.0709;-0.6345;-0.1154;0.0113;-0.0111;0.0016;914.0;135.45;42.5;-72.54;291.58;-7.75;2.3;8.0;1001.92;62.416;44.567577;-123.2747;58.77;NaN;;41.36;6.068;300.5;12 / 21;69516;2018-03-07 17:28:40:767
-0.2321;0.8853;10.3322;-0.3503;1.2228;9.7238;0.0381;-0.5772;-0.0899;-0.0017;-0.0048;0.0033;949.0;134.64;42.57;-72.8;291.65;-7.24;2.11;8.0;1001.92;62.416;44.567577;-123.2747;58.86;NaN;;38.74;6.068;300.6;12 / 21;70016;2018-03-07 17:28:41:267
-0.268;1.1246;10.3394;-0.3549;1.1448;9.7331;0.047;-0.415;0.5228;-0.0361;0.0088;-0.0022;963.0;133.49;42.81;-70.94;291.71;-7.02;2.03;8.0;1001.9;62.416;44.567577;-123.2747;58.86;NaN;;38.74;6.068;300.6;12 / 21;70517;2018-03-07 17:28:41:768
-0.0766;0.2656;9.8752;-0.4071;1.083;9.7382;-0.2179;-0.533;0.6899;-0.0107;0.0212;-0.0037;970.0;135.06;43.91;-72.54;291.71;-6.51;2.24;8.0;1001.92;62.416;44.567577;-123.2747;58.93;NaN;;35.21;6.068;301.0;12 / 21;71016;2018-03-07 17:28:42:267
-0.4714;0.9858;9.667;-0.4255;1.0534;9.7406;-0.0694;-0.3307;0.2059;0.0101;-0.0075;0.013;970.0;135.17;42.6;-72.35;291.21;-6.17;2.5;8.0;1001.92;62.416;44.567577;-123.2747;58.93;NaN;;35.21;6.068;301.0;12 / 21;71517;2018-03-07 17:28:42:768
-0.548;1.4453;6.9392;-0.406;1.5446;9.6757;0.0993;0.6936;-2.4329;0.0577;3.0E-4;0.0059;971.0;135.3;42.72;-72.65;291.58;-6.87;2.44;8.0;1001.91;62.416;44.567577;-123.2747;59.63;NaN;;31.68;6.068;300.0;12 / 21;72015;2018-03-07 17:28:43:266
-0.3996;0.926;9.5952;-0.3631;0.8291;9.7648;-0.2765;0.3402;-0.8733;-0.0962;0.0206;0.0037;966.0;135.4;42.43;-72.33;290.09;-4.85;2.13;8.0;1001.89;62.416;44.567577;-123.2747;59.63;NaN;;31.68;6.068;300.0;12 / 21;72515;2018-03-07 17:28:43:766
-0.2823;3.2949;9.3153;-0.3177;1.4847;9.6884;-0.1333;1.8595;-1.1486;0.0333;7.0E-4;-0.0114;963.0;135.29;42.12;-71.62;291.09;-7.16;1.8;8.0;1001.89;62.416;44.567577;-123.2747;60.61;NaN;;29.66;6.068;300.8;12 / 21;73015;2018-03-07 17:28:44:266
-0.0814;2.6776;9.6407;-0.3283;1.572;9.6743;-0.0376;1.1684;0.1084;0.0089;0.006;-0.0116;969.0;135.68;41.18;-71.74;291.56;-9.22;1.94;8.0;1001.87;62.416;44.567577;-123.2747;60.61;NaN;;29.66;6.068;300.8;12 / 21;73517;2018-03-07 17:28:44:768
0.0168;2.3617;9.3799;-0.3499;1.7452;9.6438;-0.1717;0.7888;-0.2873;0.0066;-0.0109;-0.012;971.0;135.4;41.61;-71.55;292.47;-10.05;2.02;8.0;1001.83;62.416;44.567577;-123.2747;60.96;NaN;;30.78;6.068;300.7;12 / 21;74016;2018-03-07 17:28:45:267
-0.7011;2.6824;9.6455;-0.4055;2.0038;9.5912;-0.2176;0.6422;0.0104;0.0117;0.0025;0.0018;970.0;136.28;42.06;-72.17;292.89;-11.19;2.22;8.0;1001.82;62.416;44.567577;-123.2747;60.96;NaN;;30.78;6.068;300.7;12 / 21;74515;2018-03-07 17:28:45:766
-0.3996;2.4024;9.466;-0.3942;2.1261;9.5653;-0.1107;0.3564;-0.261;0.0097;-0.0107;0.0037;964.0;135.47;41.79;-71.73;293.62;-12.37;2.42;8.0;1001.79;62.416;44.567577;-123.2747;61.08;NaN;;33.37;6.068;301.3;12 / 21;75017;2018-03-07 17:28:46:268
-0.4116;1.9334;10.1145;-0.3785;2.1929;9.5508;-0.204;-0.2938;0.0191;-0.0089;-0.0158;0.0116;930.0;135.77;42.11;-71.92;293.64;-12.92;2.27;8.0;1001.77;62.416;44.567577;-123.2747;61.08;NaN;;33.37;6.068;301.3;12 / 21;75515;2018-03-07 17:28:46:766
-0.3541;2.3497;8.9563;-0.3539;2.1838;9.5539;-0.0894;0.2733;-0.8287;0.0054;0.0017;0.0057;958.0;136.21;40.93;-72.39;293.15;-12.75;2.12;8.0;1001.74;62.416;44.567577;-123.2747;62.09;NaN;;35.32;6.068;300.9;12 / 21;76016;2018-03-07 17:28:47:267
-0.7418;2.2421;10.2389;-0.4008;2.139;9.5621;0.0011;0.0344;0.0942;-5.0E-4;0.0174;0.0039;963.0;136.24;41.61;-71.79;293.55;-12.6;2.4;8.0;1001.73;62.416;44.567577;-123.2747;62.09;NaN;;35.32;6.068;300.9;12 / 21;76517;2018-03-07 17:28:47:768
-0.7585;1.7444;9.5976;-0.4789;2.0945;9.5684;-0.3123;-0.2884;0.2993;0.0101;0.0013;0.0071;966.0;135.21;41.7;-72.27;293.78;-12.33;2.87;8.0;1001.7;62.416;44.567577;-123.2747;62.34;NaN;;36.07;6.068;301.0;12 / 21;77015;2018-03-07 17:28:48:266
-0.3637;2.053;9.5904;-0.4574;2.0086;9.5878;0.1641;-0.1787;-4.0E-4;-0.0251;-0.0095;0.0049;966.0;136.14;42.09;-71.65;293.44;-11.96;2.8;8.0;1001.68;62.416;44.567577;-123.2747;62.34;NaN;;36.07;6.068;301.0;12 / 21;77515;2018-03-07 17:28:48:766
-0.2943;1.8903;9.6144;-0.439;1.9356;9.6037;0.0697;-0.0225;0.251;-0.0221;-0.0065;-0.0065;963.0;136.3;42.26;-72.02;293.2;-11.54;2.66;8.0;1001.65;62.416;44.567577;-123.2747;62.31;NaN;;36.61;6.068;300.6;12 / 21;78016;2018-03-07 17:28:49:267
-0.067;1.7803;8.9324;-0.3766;1.9189;9.6097;0.2674;2.0E-4;-0.4054;0.0103;-0.0244;-0.0163;957.0;136.08;42.45;-72.05;292.93;-11.28;2.24;8.0;1001.65;62.416;44.567577;-123.2747;62.31;NaN;;36.61;6.068;300.6;12 / 21;78517;2018-03-07 17:28:49:768
-0.2704;1.5816;9.7244;-0.3134;1.8025;9.6345;0.3725;-0.368;-0.1219;-0.018;0.0015;-0.0308;961.0;136.35;42.4;-72.01;292.68;-11.01;1.88;8.0;1001.64;62.416;44.567577;-123.2747;62.32;NaN;;36.72;6.068;301.4;12 / 21;79015;2018-03-07 17:28:50:266
-0.0072;1.2108;9.8465;-0.283;1.6953;9.6549;0.1594;-0.4274;0.2929;-0.0017;-0.0229;-0.0297;962.0;135.66;42.94;-73.07;292.73;-10.28;1.88;8.0;1001.64;62.416;44.567577;-123.2747;62.32;NaN;;36.72;6.068;301.4;12 / 21;79516;2018-03-07 17:28:50:767
0.1053;0.7394;9.6622;-0.1878;1.5767;9.6772;0.2363;-0.6914;0.207;-0.0129;-0.0164;-0.0281;960.0;135.64;43.48;-73.02;292.25;-9.53;1.24;8.0;1001.64;62.416;44.567577;-123.2747;62.43;NaN;;36.5;6.068;302.9;12 / 21;80016;2018-03-07 17:28:51:267
0.1914;0.6413;10.0786;-0.0591;1.2633;9.7248;0.1386;-0.7967;0.3097;-0.0076;-0.0114;-0.0279;950.0;135.89;43.72;-72.38;291.47;-7.61;0.44;8.0;1001.64;62.416;44.567577;-123.2747;62.43;NaN;;36.5;6.068;302.9;12 / 21;80515;2018-03-07 17:28:51:766
0.0742;0.4116;9.7005;0.0238;1.1509;9.7389;0.0135;-0.7041;0.0653;-0.0062;0.0084;-0.0489;952.0;134.68;44.27;-72.86;291.2;-6.91;-0.13;8.0;1001.65;62.416;44.567577;-123.2747;62.51;NaN;;34.42;6.068;304.6;12 / 21;81016;2018-03-07 17:28:52:267
