sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.536;0.5025;10.483;0.4651;1.1384;9.7292;-0.0148;-0.3699;0.2998;0.0111;0.0031;-0.0339;622.0;126.71;14.54;-56.66;278.69;-6.79;-2.72;8.0;999.57;62.416;44.567577;-123.2747;80.86;NaN;;42.05;6.068;159.9;12 / 21;116020;2018-03-07 17:33:12:477
0.5121;0.5934;10.1815;0.4965;1.092;9.733;0.1376;-0.2602;8.0E-4;-0.004;-0.011;-0.0424;618.0;126.63;14.08;-57.13;278.6;-6.48;-2.88;8.0;999.6;62.416;44.567577;-123.2747;80.86;NaN;;42.05;6.068;159.9;12 / 21;116520;2018-03-07 17:33:12:977
0.5192;1.1797;9.0712;0.5372;1.0478;9.7357;-0.0075;-0.0983;-0.3608;-0.0023;-0.0077;-0.0443;625.0;126.7;14.25;-57.89;278.48;-6.15;-3.12;8.0;999.66;62.416;44.567577;-123.2747;79.97;NaN;;41.72;6.068;161.9;12 / 21;117019;2018-03-07 17:33:13:476
0.5456;0.2895;9.8991;0.5497;1.0424;9.7356;0.0656;-0.1036;-0.1223;-0.0168;-0.0112;-0.0441;623.0;127.07;13.86;-57.9;278.45;-6.1;-3.23;8.0;999.68;62.416;44.567577;-123.2747;79.97;NaN;;41.72;6.068;161.9;12 / 21;117519;2018-03-07 17:33:13:976
-0.0215;0.1125;10.3872;0.5229;0.8744;9.7536;-0.013;-0.7751;0.0568;5.0E-4;0.0114;-0.0467;633.0;127.55;13.95;-59.14;278.17;-5.42;-3.2;8.0;999.75;62.416;44.567577;-123.2747;78.86;NaN;;40.39;6.068;164.5;12 / 21;118019;2018-03-07 17:33:14:476
0.5097;0.201;9.6335;0.5369;0.7546;9.7628;-0.0824;-0.7005;0.2679;-0.017;0.0075;-0.041;634.0;128.24;13.23;-59.15;277.37;-4.41;-3.15;8.0;999.78;62.416;44.567577;-123.2747;78.86;NaN;;40.39;6.068;164.5;12 / 21;118520;2018-03-07 17:33:14:977
0.5264;-0.1388;10.3681;0.5266;0.6491;9.771;-0.2421;-0.7074;0.4039;-0.0013;-0.0073;-0.027;624.0;128.94;13.74;-59.92;277.54;-3.8;-3.08;8.0;999.84;62.416;44.567577;-123.2747;77.84;NaN;;38.56;6.068;167.2;12 / 21;119019;2018-03-07 17:33:15:476
0.1555;-0.2177;10.3466;0.4683;0.5499;9.78;-0.2945;-0.4829;-0.0761;-0.0105;-2.0E-4;-0.0256;618.0;129.38;12.82;-59.84;276.97;-3.35;-2.78;8.0;999.88;62.416;44.567577;-123.2747;77.84;NaN;;38.56;6.068;167.2;12 / 21;119520;2018-03-07 17:33:15:977
1.0528;1.1342;6.2285;0.5112;0.9146;9.7505;-0.0832;0.2531;-2.4863;-0.2308;-0.0356;-0.0368;599.0;129.17;10.02;-58.41;276.73;-5.07;-2.98;8.0;999.95;62.416;44.567577;-123.2747;77.06;NaN;;35.46;6.068;169.5;12 / 21;120020;2018-03-07 17:33:16:477
0.5121;-0.1699;13.0935;0.4405;0.1306;9.7959;-0.4159;0.0642;3.6663;-0.173;-0.0106;-0.0286;622.0;131.51;11.81;-56.31;275.38;-0.76;-2.57;8.0;999.97;62.416;44.567577;-123.2747;77.06;NaN;;35.46;6.068;169.5;12 / 21;120520;2018-03-07 17:33:16:977
0.3159;0.8877;10.0714;0.4292;0.7394;9.7693;-0.3463;0.84;-0.1827;-0.11;0.0104;-0.0347;610.0;130.96;11.59;-55.08;276.7;-4.3;-2.51;8.0;1000.01;62.416;44.567577;-123.2747;76.37;NaN;;35.28;6.068;171.3;12 / 21;121020;2018-03-07 17:33:17:477
0.0598;1.3376;9.4852;0.4282;0.7323;9.7699;-0.1351;0.6033;-0.0889;0.0168;-0.0032;-0.0255;617.0;130.25;12.9;-56.76;277.23;-4.28;-2.51;8.0;1000.05;62.416;44.567577;-123.2747;76.37;NaN;;35.28;6.068;171.3;12 / 21;121520;2018-03-07 17:33:17:977
0.0144;0.9954;10.7677;0.3954;0.8109;9.7651;-0.3559;0.3727;0.333;-0.0093;-0.0039;-0.0076;627.0;130.21;12.56;-57.92;277.44;-4.69;-2.34;8.0;1000.08;62.416;44.567577;-123.2747;75.99;NaN;;33.95;6.068;172.6;12 / 21;122020;2018-03-07 17:33:18:477
0.3374;1.3232;9.9972;0.3747;0.8408;9.7634;-0.388;0.5183;-0.2212;-0.0146;0.0047;-0.008;636.0;129.9;12.52;-57.98;277.55;-4.96;-2.24;8.0;1000.14;62.416;44.567577;-123.2747;75.99;NaN;;33.95;6.068;172.6;12 / 21;122520;2018-03-07 17:33:18:977
0.3374;1.2467;9.3224;0.3483;0.8938;9.7596;-0.046;0.2098;0.0218;-0.0286;0.0334;-0.0127;635.0;129.45;12.97;-58.01;277.77;-5.36;-2.19;8.0;1000.17;62.416;44.567577;-123.2747;75.89;NaN;;34.56;6.068;172.3;12 / 21;123019;2018-03-07 17:33:19:476
-0.0335;1.529;9.9446;0.1815;0.9718;9.7567;-0.2398;0.4266;-0.0983;-0.0182;-0.0102;-0.006;635.0;130.48;13.06;-58.5;277.9;-5.46;-1.2;8.0;1000.2;62.416;44.567577;-123.2747;75.89;NaN;;34.56;6.068;172.3;12 / 21;123519;2018-03-07 17:33:19:976
-0.1866;1.1797;9.8632;0.2023;1.0962;9.7431;-0.1378;0.5918;-0.0802;0.027;-0.0098;-0.0087;644.0;130.61;12.25;-58.52;278.1;-5.82;-1.13;8.0;1000.26;62.416;44.567577;-123.2747;75.08;NaN;;34.09;6.068;175.0;12 / 21;124019;2018-03-07 17:33:20:476
-0.3063;0.6724;9.3129;0.2482;1.1109;9.7404;-0.0585;0.6009;-0.245;0.0921;-0.0069;-0.0351;647.0;130.38;12.8;-58.81;278.32;-6.5;-1.46;8.0;1000.27;62.416;44.567577;-123.2747;75.08;NaN;;34.09;6.068;175.0;12 / 21;124519;2018-03-07 17:33:20:976
0.6221;1.3615;8.7936;0.2077;1.1621;9.7353;0.129;0.2004;-0.8956;-0.0233;-0.0014;0.0076;643.0;129.96;11.52;-58.15;278.01;-6.81;-1.22;8.0;1000.29;62.416;44.567577;-123.2747;74.23;NaN;;36.25;6.068;174.7;12 / 21;125020;2018-03-07 17:33:21:477
-0.402;1.4812;9.3105;0.0975;1.1961;9.7329;-0.2959;0.0896;0.3045;0.0333;0.0336;0.0105;630.0;130.06;12.72;-58.52;278.56;-6.81;-0.77;8.0;1000.35;62.416;44.567577;-123.2747;74.23;NaN;;36.25;6.068;174.7;12 / 21;125520;2018-03-07 17:33:21:977
-0.2608;1.2778;10.1145;0.0846;1.1417;9.7396;-0.0403;0.0189;0.3058;-0.0156;0.0039;0.0103;631.0;129.87;12.28;-58.39;278.09;-6.69;-0.5;8.0;1000.39;62.416;44.567577;-123.2747;73.65;NaN;;37.3;6.068;174.5;12 / 21;126019;2018-03-07 17:33:22:476
0.2465;1.017;10.4471;0.0483;1.2236;9.7299;-0.2854;0.1952;0.0143;-1.0E-4;-0.0216;0.0148;636.0;129.51;12.82;-58.39;278.7;-7.07;-0.34;8.0;1000.44;62.416;44.567577;-123.2747;73.65;NaN;;37.3;6.068;174.5;12 / 21;126520;2018-03-07 17:33:22:977
-0.1412;1.0887;10.0427;0.0394;1.2407;9.7278;-0.2669;0.0185;0.3732;-0.0078;0.0041;0.0091;625.0;130.68;12.51;-58.36;278.74;-7.27;-0.23;8.0;1000.49;62.416;44.567577;-123.2747;72.77;NaN;;40.25;6.068;173.3;12 / 21;127019;2018-03-07 17:33:23:476
-0.2273;1.541;9.6263;0.0039;1.2724;9.7238;-0.0383;-0.0503;0.4886;0.0038;0.0023;0.0087;618.0;129.85;12.05;-59.15;278.53;-7.43;-0.08;8.0;1000.51;62.416;44.567577;-123.2747;72.77;NaN;;40.25;6.068;173.3;12 / 21;127520;2018-03-07 17:33:23:977
0.0742;1.2706;9.2267;-0.0443;1.2874;9.7217;0.115;-0.004;0.0884;0.0032;0.0106;0.0019;631.0;130.63;12.33;-58.75;278.58;-7.54;0.26;8.0;1000.58;62.416;44.567577;-123.2747;72.43;NaN;;41.29;6.068;172.0;12 / 21;128020;2018-03-07 17:33:24:477
-0.3326;0.7633;11.6507;-0.0426;1.2969;9.7204;-0.0386;-0.3332;0.3001;-0.0013;-0.0012;-0.0119;637.0;131.16;12.75;-58.9;279.09;-7.72;0.32;8.0;1000.59;62.416;44.567577;-123.2747;72.43;NaN;;41.29;6.068;172.0;12 / 21;128520;2018-03-07 17:33:24:977
-0.2871;0.8949;10.2772;0.0233;1.1886;9.7343;0.22;-0.4516;0.6368;-0.0893;0.0082;-0.0215;637.0;129.52;11.85;-58.89;278.76;-7.99;-0.13;8.0;1000.63;62.416;44.567577;-123.2747;71.5;NaN;;40.54;6.068;173.7;12 / 21;129020;2018-03-07 17:33:25:477
0.3709;1.151;10.2796;0.0746;1.3045;9.7192;0.2688;-0.1175;0.2275;0.0292;-0.0081;-0.0272;633.0;130.1;11.44;-58.39;278.08;-7.61;-0.32;8.0;1000.68;62.416;44.567577;-123.2747;71.5;NaN;;40.54;6.068;173.7;12 / 21;129519;2018-03-07 17:33:25:976
0.4498;0.8207;11.0764;0.1152;1.3376;9.7143;0.2221;-0.2683;0.2953;-0.0099;-0.0091;-0.0294;635.0;129.48;11.3;-57.43;278.13;-7.89;-0.63;8.0;1000.71;62.416;44.567577;-123.2747;70.48;NaN;;40.9;6.068;174.2;12 / 21;130019;2018-03-07 17:33:26:476
0.4307;1.206;10.0666;0.1337;1.3357;9.7143;0.2774;-0.4818;0.2318;0.0052;0.0041;-0.039;624.0;129.64;10.92;-58.23;278.08;-7.85;-0.8;8.0;1000.75;62.416;44.567577;-123.2747;70.48;NaN;;40.9;6.068;174.2;12 / 21;130519;2018-03-07 17:33:26:976
0.1699;0.0694;10.5428;0.1425;1.2763;9.7222;0.1781;-0.7596;0.0505;-0.0085;-0.0236;-0.0313;634.0;130.93;10.83;-56.37;277.75;-7.48;-0.84;8.0;1000.79;62.416;44.567577;-123.2747;70.06;NaN;;41.15;6.068;175.7;12 / 21;131020;2018-03-07 17:33:27:477
0.5456;0.7155;10.4303;0.2563;1.2151;9.7277;0.2488;-0.346;0.2795;-0.0044;-0.013;-0.0384;616.0;131.54;10.74;-57.0;277.54;-7.2;-1.43;8.0;1000.8;62.416;44.567577;-123.2747;70.06;NaN;;41.15;6.068;175.7;12 / 21;131520;2018-03-07 17:33:27:977
0.4211;0.2895;10.0092;0.2836;1.1497;9.7349;0.1909;-0.757;0.24;-0.0015;-4.0E-4;-0.0394;627.0;131.19;10.82;-56.9;277.37;-6.73;-1.67;8.0;1000.86;62.416;44.567577;-123.2747;70.11;NaN;;39.67;6.068;177.8;12 / 21;132019;2018-03-07 17:33:28:476
0.6006;-1.7013;9.0186;0.3297;1.0425;9.7455;0.236;-1.1511;0.5348;-0.0316;-0.0134;-0.0459;620.0;131.4;10.72;-57.43;277.23;-6.44;-1.84;8.0;1000.87;62.416;44.567577;-123.2747;70.11;NaN;;39.67;6.068;177.8;12 / 21;132519;2018-03-07 17:33:28:976
0.6221;0.5767;10.191;0.33;0.9801;9.752;0.1639;-0.7153;-0.7313;0.0219;-0.0061;-0.0414;625.0;132.46;10.8;-58.77;276.96;-5.65;-1.84;8.0;1000.9;62.416;44.567577;-123.2747;69.73;NaN;;37.98;6.068;179.3;12 / 21;133020;2018-03-07 17:33:29:477
1.4931;-0.335;12.9428;0.345;1.0589;9.7432;1.3523;-0.8562;1.8164;0.2251;0.0774;-0.0569;639.0;132.55;10.41;-59.13;276.68;-6.2;-2.03;8.0;1000.95;62.416;44.567577;-123.2747;69.73;NaN;;37.98;6.068;179.3;12 / 21;133521;2018-03-07 17:33:29:978
0.347;0.6437;8.1643;0.2091;0.8041;9.7714;-0.0618;-0.3933;-0.8939;-0.1555;-0.0153;-0.0437;633.0;134.07;10.44;-58.68;276.15;-4.7;-1.23;8.0;1000.9;62.416;44.567577;-123.2747;69.44;NaN;;34.09;6.068;182.9;12 / 21;134020;2018-03-07 17:33:30:477
0.6221;2.7565;7.7288;0.3842;1.2114;9.724;0.2416;1.2058;-1.6311;0.2334;-0.0356;-0.0677;633.0;132.98;11.09;-59.54;277.34;-5.69;-2.07;8.0;1000.97;62.416;44.567577;-123.2747;69.44;NaN;;34.09;6.068;182.9;12 / 21;134519;2018-03-07 17:33:30:976
0.6939;1.4405;9.7986;0.4461;1.0578;9.7392;0.1903;0.4619;-0.0809;-0.0023;-0.033;-0.052;638.0;133.07;10.78;-59.11;276.68;-6.31;-2.26;8.0;1000.99;62.416;44.567577;-123.2747;69.22;NaN;;32.51;6.068;185.6;12 / 21;135019;2018-03-07 17:33:31:476
0.0263;1.6439;9.0832;0.409;1.2076;9.7234;-0.5284;0.7027;-0.4764;0.0064;0.0149;-0.0123;636.0;133.95;10.61;-58.78;277.18;-6.81;-2.61;8.0;1001.02;62.416;44.567577;-123.2747;69.22;NaN;;32.51;6.068;185.6;12 / 21;135519;2018-03-07 17:33:31:976
-0.0502;2.1152;9.8297;0.2607;1.3136;9.7148;-0.5602;0.5141;-0.4074;-0.0166;0.0232;0.0172;634.0;133.71;10.56;-59.05;277.62;-7.56;-1.69;8.0;1001.02;62.416;44.567577;-123.2747;68.76;NaN;;33.05;6.068;188.7;12 / 21;136020;2018-03-07 17:33:32:477
-0.2656;1.2682;10.4782;0.129;1.4094;9.704;-0.5687;0.4227;-0.0737;-0.0046;-0.002;0.0282;634.0;134.24;10.42;-58.94;277.63;-8.24;-0.83;8.0;1001.05;62.416;44.567577;-123.2747;68.76;NaN;;33.05;6.068;188.7;12 / 21;136519;2018-03-07 17:33:32:976
-0.39;1.9836;9.7436;0.0904;1.4671;9.6959;-0.4504;0.5787;-0.3934;-0.0095;0.0059;0.03;631.0;134.02;10.76;-59.06;278.25;-8.6;-0.53;8.0;1001.05;62.416;44.567577;-123.2747;68.27;NaN;;34.78;6.068;188.7;12 / 21;137019;2018-03-07 17:33:33:476
-0.6915;1.5123;9.2746;-0.0259;1.4981;9.6915;-0.8105;0.6271;-0.0732;-0.0064;-0.0144;0.0345;631.0;133.41;11.01;-58.94;278.54;-8.79;0.15;8.0;1001.07;62.416;44.567577;-123.2747;68.27;NaN;;34.78;6.068;188.7;12 / 21;137520;2018-03-07 17:33:33:977
-0.8853;1.3926;9.4947;-0.1895;1.5665;9.6789;-0.7448;0.4801;-0.3446;0.0076;0.0405;0.0475;629.0;133.13;10.21;-59.9;278.57;-9.19;1.12;8.0;1001.1;62.416;44.567577;-123.2747;68.31;NaN;;37.08;6.068;186.7;12 / 21;138019;2018-03-07 17:33:34:476
-0.9882;1.5529;10.0738;-0.2688;1.5424;9.6809;-0.5759;-0.1578;0.4609;-0.0085;0.0045;0.0679;629.0;133.38;10.54;-59.12;279.02;-9.17;1.57;8.0;1001.11;62.416;44.567577;-123.2747;68.31;NaN;;37.08;6.068;186.7;12 / 21;138519;2018-03-07 17:33:34:976
-0.8351;1.4716;9.1884;-0.4874;1.6458;9.6553;-0.3837;0.0611;-0.5192;-0.0404;0.019;0.0518;622.0;132.58;10.78;-58.58;279.55;-9.66;2.89;8.0;1001.13;62.416;44.567577;-123.2747;67.97;NaN;;39.17;6.068;183.9;12 / 21;139019;2018-03-07 17:33:35:476
-0.536;2.5866;8.3486;-0.4714;1.5341;9.6744;-0.4941;-0.1818;-0.0324;0.0651;0.0169;0.0657;625.0;132.54;11.45;-59.17;279.04;-8.58;2.86;8.0;1001.15;62.416;44.567577;-123.2747;67.97;NaN;;39.17;6.068;183.9;12 / 21;139519;2018-03-07 17:33:35:976
-1.2012;1.2395;9.4756;-0.5781;1.505;9.6732;-0.7988;-0.0895;0.1523;-0.0015;0.0018;0.0679;623.0;132.01;12.2;-58.98;279.77;-8.81;3.41;8.0;1001.14;62.416;44.567577;-123.2747;67.57;NaN;;40.03;6.068;180.4;12 / 21;140020;2018-03-07 17:33:36:477
-0.9787;1.919;10.081;-0.4587;1.5531;9.672;-0.4543;0.0959;0.1023;0.0313;-0.0291;0.0707;626.0;130.21;11.31;-58.5;279.71;-8.93;2.91;8.0;1001.18;62.416;44.567577;-123.2747;67.57;NaN;;40.03;6.068;180.4;12 / 21;140520;2018-03-07 17:33:36:977
-0.8829;1.8018;10.0427;-0.4936;1.5113;9.6769;-0.4417;-0.1597;-0.2341;0.0274;0.0112;0.0665;627.0;129.84;12.5;-58.81;280.26;-8.87;2.92;8.0;1001.21;62.416;44.567577;-123.2747;67.36;NaN;;40.82;6.068;176.5;12 / 21;141019;2018-03-07 17:33:37:476
-0.5456;1.1031;10.2509;-0.5841;1.4078;9.6875;0.157;-0.474;0.3524;-0.0412;0.0124;0.0655;624.0;130.13;11.38;-58.05;279.25;-8.49;3.42;8.0;1001.23;62.416;44.567577;-123.2747;67.36;NaN;;40.82;6.068;176.5;12 / 21;141520;2018-03-07 17:33:37:977
-0.9811;1.3926;9.9518;-0.6298;1.5151;9.6684;0.2307;-0.1869;0.0113;0.0156;-0.0289;0.05;620.0;131.0;11.85;-56.34;279.71;-8.62;3.86;8.0;1001.22;62.416;44.567577;-123.2747;66.7;NaN;;41.0;6.068;172.7;12 / 21;142020;2018-03-07 17:33:38:477
-0.9763;1.0768;10.1599;-0.6926;1.4482;9.6744;-0.4186;-0.4348;0.4;-0.0197;-0.0059;0.0506;618.0;130.04;11.67;-56.92;279.99;-9.01;3.93;8.0;1001.26;62.416;44.567577;-123.2747;66.7;NaN;;41.0;6.068;172.7;12 / 21;142520;2018-03-07 17:33:38:977
-0.7753;1.3448;10.1862;-0.6495;1.4795;9.6726;-0.0489;-0.0259;0.0695;-0.015;0.0049;0.0553;619.0;128.44;12.08;-58.85;280.1;-8.68;3.84;8.0;1001.29;62.416;44.567577;-123.2747;66.45;NaN;;41.15;6.068;169.4;12 / 21;143020;2018-03-07 17:33:39:477
-0.5504;1.5075;9.3105;-0.6233;1.534;9.6659;0.1588;-0.0071;0.2139;0.0085;0.0043;0.049;619.0;128.29;12.32;-58.28;280.2;-8.93;3.73;8.0;1001.33;62.416;44.567577;-123.2747;66.45;NaN;;41.15;6.068;169.4;12 / 21;143521;2018-03-07 17:33:39:978
-0.335;1.3831;9.8417;-0.5711;1.533;9.6692;0.2921;-0.0387;0.2476;9.0E-4;-0.0085;0.0268;618.0;127.32;12.78;-58.24;280.59;-8.99;3.38;8.0;1001.32;62.416;44.567577;-123.2747;66.18;NaN;;41.08;6.068;166.6;12 / 21;144020;2018-03-07 17:33:40:477
-0.3565;1.6223;9.6191;-0.5224;1.5504;9.6692;0.1369;0.0074;0.0664;0.0207;-0.0041;0.0235;616.0;127.81;12.54;-58.47;280.46;-8.97;3.21;8.0;1001.35;62.416;44.567577;-123.2747;66.18;NaN;;41.08;6.068;166.6;12 / 21;144521;2018-03-07 17:33:40:978
-0.012;1.0768;10.1527;-0.5251;1.5739;9.6653;0.1403;-0.0286;-0.0468;-0.008;0.0287;0.015;615.0;127.49;12.25;-58.4;280.2;-9.24;3.11;8.0;1001.37;62.416;44.567577;-123.2747;65.43;NaN;;41.62;6.068;164.7;12 / 21;145020;2018-03-07 17:33:41:477
-0.7633;1.6319;9.7173;-0.603;1.6033;9.6559;-0.0958;-0.0646;0.0237;0.008;-0.001;0.0347;612.0;127.83;12.63;-57.6;280.69;-9.32;3.47;8.0;1001.39;62.416;44.567577;-123.2747;65.43;NaN;;41.62;6.068;164.7;12 / 21;145520;2018-03-07 17:33:41:977
-0.5097;1.5338;9.6359;-0.6261;1.5942;9.6559;-0.0756;-0.0631;0.4147;0.0046;0.0104;0.0396;608.0;127.88;12.85;-57.98;280.77;-9.36;3.71;8.0;1001.41;62.416;44.567577;-123.2747;65.45;NaN;;42.01;6.068;163.4;12 / 21;146019;2018-03-07 17:33:42:476
-1.0744;1.8521;9.856;-0.6696;1.6347;9.6462;-0.1572;-0.1525;-0.2046;0.0135;0.0078;0.0453;607.0;127.64;12.85;-58.22;280.91;-9.52;3.94;8.0;1001.43;62.416;44.567577;-123.2747;65.45;NaN;;42.01;6.068;163.4;12 / 21;146519;2018-03-07 17:33:42:976
-1.0887;1.3113;10.4231;-0.6443;1.5752;9.6579;-0.1028;-0.2721;-0.1569;-0.0105;-0.0051;0.0481;608.0;128.27;13.18;-58.85;280.84;-9.39;3.9;8.0;1001.44;62.416;44.567577;-123.2747;65.42;NaN;;42.3;6.068;161.2;12 / 21;147020;2018-03-07 17:33:43:477
-0.5623;1.608;10.1575;-0.65;1.5255;9.6654;0.1792;-0.4101;-0.0368;0.006;0.0271;0.0433;608.0;127.24;13.91;-58.22;281.13;-8.95;3.85;8.0;1001.46;62.416;44.567577;-123.2747;65.42;NaN;;42.3;6.068;161.2;12 / 21;147520;2018-03-07 17:33:43:977
-0.6293;1.4165;9.6431;-0.6241;1.5323;9.6661;0.0638;-0.0658;-0.1606;-7.0E-4;-0.0067;0.0498;607.0;125.63;12.73;-57.64;280.75;-8.99;3.69;8.0;1001.48;62.416;44.567577;-123.2747;64.95;NaN;;41.83;6.068;158.7;12 / 21;148020;2018-03-07 17:33:44:477
-0.3685;1.3687;9.7364;-0.6232;1.5336;9.6659;0.1373;-0.0908;0.2575;-0.0091;-0.0024;0.0345;605.0;126.12;14.02;-57.55;281.24;-9.06;3.76;8.0;1001.47;62.416;44.567577;-123.2747;64.95;NaN;;41.83;6.068;158.7;12 / 21;148519;2018-03-07 17:33:44:976
-0.2177;1.3902;10.3944;-0.5205;1.4467;9.6854;0.3253;-0.2087;0.0676;-0.0097;0.0067;0.0274;607.0;125.46;14.13;-56.31;280.73;-8.48;3.08;8.0;1001.51;62.416;44.567577;-123.2747;64.49;NaN;;41.51;6.068;155.9;12 / 21;149019;2018-03-07 17:33:45:476
-0.4834;0.6724;10.1073;-0.4904;1.3951;9.6945;0.0327;-0.6135;0.3307;-0.0101;0.012;0.0235;606.0;125.77;15.37;-57.18;281.04;-8.33;2.88;8.0;1001.5;62.416;44.567577;-123.2747;64.49;NaN;;41.51;6.068;155.9;12 / 21;149521;2018-03-07 17:33:45:978
-0.5121;0.6126;9.8632;-0.5127;1.3026;9.7062;-0.0356;-0.7242;0.0231;-0.0038;0.0035;0.039;605.0;124.34;14.56;-56.68;280.96;-7.75;3.0;8.0;1001.55;62.416;44.567577;-123.2747;64.27;NaN;;41.18;6.068;154.1;12 / 21;150021;2018-03-07 17:33:46:478
-0.2847;0.4475;9.9589;-0.5129;1.1915;9.7205;0.0121;-0.8064;0.2027;0.0068;0.0104;0.0347;604.0;124.54;15.21;-57.12;280.51;-6.98;3.02;8.0;1001.58;62.416;44.567577;-123.2747;64.27;NaN;;41.18;6.068;154.1;12 / 21;150521;2018-03-07 17:33:46:978
-0.6245;0.0694;10.1982;-0.5162;0.9136;9.7503;0.032;-0.7154;0.1798;-0.0025;0.0104;0.0325;600.0;124.77;15.39;-56.89;279.71;-5.35;3.03;8.0;1001.6;62.416;44.567577;-123.2747;64.38;NaN;;39.31;6.068;152.2;12 / 21;151020;2018-03-07 17:33:47:477
-0.591;-0.0287;10.2173;-0.5013;0.7741;9.7632;0.1301;-0.6467;0.2088;-0.0074;-0.0024;0.0347;600.0;124.87;15.96;-57.22;279.83;-4.67;3.0;8.0;1001.64;62.416;44.567577;-123.2747;64.38;NaN;;39.31;6.068;152.2;12 / 21;151520;2018-03-07 17:33:47:977
-0.1149;0.1388;10.392;-0.4637;0.7112;9.7698;0.2308;-0.5296;-0.0864;-0.0019;0.0;0.0316;603.0;124.36;16.14;-56.4;279.63;-4.27;2.76;8.0;1001.65;62.416;44.567577;-123.2747;64.5;NaN;;34.78;6.068;149.6;12 / 21;152019;2018-03-07 17:33:48:476
-1.194;0.1316;13.5577;-0.4116;0.6932;9.7735;-0.0379;-0.4785;3.1409;1.0E-4;0.0029;0.0314;603.0;123.97;15.94;-56.26;279.47;-4.02;2.47;8.0;1001.69;62.416;44.567577;-123.2747;64.5;NaN;;34.78;6.068;149.6;12 / 21;152520;2018-03-07 17:33:48:977
0.4834;1.1366;9.2507;-0.3398;0.9141;9.758;-0.226;0.5879;-0.3353;-0.1736;-0.0024;0.0341;595.0;124.08;15.06;-55.87;279.56;-5.35;1.99;8.0;1001.67;62.416;44.567577;-123.2747;64.68;NaN;;30.64;6.068;148.3;12 / 21;153021;2018-03-07 17:33:49:478
-0.2656;0.7083;13.1366;-0.3684;0.4887;9.7875;0.6467;0.3648;0.6477;-0.0622;0.0507;0.0282;609.0;123.63;16.33;-56.8;279.19;-3.48;2.1;8.0;1001.68;62.416;44.567577;-123.2747;64.68;NaN;;30.64;6.068;148.3;12 / 21;153520;2018-03-07 17:33:49:977
-0.012;1.4381;10.1192;-0.3317;0.9771;9.7522;0.3321;0.4407;0.273;0.0162;-0.0118;0.0221;600.0;123.08;16.84;-57.29;280.88;-5.93;2.01;8.0;1001.68;62.416;44.567577;-123.2747;64.87;NaN;;28.4;6.068;147.0;12 / 21;154020;2018-03-07 17:33:50:477
-0.0526;1.3687;9.4516;-0.2926;0.9984;9.7513;0.2372;0.3543;-0.4698;0.0229;-0.0033;0.0201;602.0;123.23;16.0;-55.96;280.2;-5.64;1.8;8.0;1001.7;62.416;44.567577;-123.2747;64.87;NaN;;28.4;6.068;147.0;12 / 21;154519;2018-03-07 17:33:50:976
-0.6317;1.2275;9.9757;-0.3059;1.1223;9.7374;-0.0216;0.9334;-0.3222;0.0036;0.0043;0.0386;600.0;122.43;16.18;-56.98;280.4;-6.02;1.68;8.0;1001.72;62.416;44.567577;-123.2747;64.67;NaN;;27.65;6.068;145.5;12 / 21;155020;2018-03-07 17:33:51:477
-0.1507;2.467;8.9396;-0.3659;1.2777;9.7162;0.0717;0.8715;-0.2478;0.0085;0.0173;0.0353;598.0;122.67;16.88;-56.7;281.5;-7.21;2.11;8.0;1001.72;62.416;44.567577;-123.2747;64.67;NaN;;27.65;6.068;145.5;12 / 21;155519;2018-03-07 17:33:51:976
-0.1268;2.6034;9.3583;-0.3654;1.4513;9.6918;0.0806;0.9751;-0.0161;-0.0042;-8.0E-4;0.0253;596.0;122.26;17.74;-56.16;282.59;-8.51;2.16;8.0;1001.71;62.416;44.567577;-123.2747;64.45;NaN;;27.86;6.068;144.0;12 / 21;156020;2018-03-07 17:33:52:477
-0.1412;2.3378;9.4971;-0.3871;1.5838;9.6702;-4.0E-4;0.729;-0.2893;0.005;0.0147;0.0284;596.0;123.66;17.03;-55.51;282.24;-9.1;2.26;8.0;1001.7;62.416;44.567577;-123.2747;64.45;NaN;;27.86;6.068;144.0;12 / 21;156519;2018-03-07 17:33:52:976
